,longitude,latitude,day,month,year,native,species,DOY,geometry,ClimateDivision
10604,-120.058,34.742,07,03,1993,yes,Amsinckia menziesii,66,POINT (-120.058 34.742),6
10605,-119.267,34.542,03,05,1986,yes,Amsinckia menziesii,123,POINT (-119.267 34.542),6
10606,-120.058,34.742,08,05,1993,yes,Amsinckia menziesii,128,POINT (-120.058 34.742),6
10607,-120.058,34.742,08,06,1993,yes,Amsinckia menziesii,159,POINT (-120.058 34.742),6
10610,-116.661,32.837,20,02,2011,yes,Amsinckia menziesii,51,POINT (-116.661 32.837),6
10611,-120.573,34.561,13,04,1995,yes,Amsinckia menziesii,103,POINT (-120.573 34.561),6
10612,-120.515,35.067,13,05,1999,yes,Amsinckia menziesii,133,POINT (-120.515 35.067),6
10613,-120.459,34.774,23,04,1993,yes,Amsinckia menziesii,113,POINT (-120.459 34.774),6
10622,-116.892,32.853,11,04,2007,yes,Amsinckia menziesii,101,POINT (-116.892 32.853),6
10701,-117.042,33.908,09,04,2002,yes,Amsinckia menziesii,99,POINT (-117.042 33.908),6
10702,-117.008,33.658,15,01,1998,yes,Amsinckia menziesii,15,POINT (-117.008 33.658),6
10703,-117.625,33.558,06,04,2013,yes,Amsinckia menziesii,96,POINT (-117.625 33.558),6
10705,-117.143,33.501,20,03,2010,yes,Amsinckia menziesii,79,POINT (-117.143 33.501),6
10706,-118.662,34.687,31,03,1997,yes,Amsinckia menziesii,90,POINT (-118.662 34.687),6
10707,-117.217,33.525,22,03,1989,yes,Amsinckia menziesii,81,POINT (-117.217 33.525),6
10709,-117.249,32.755,04,03,2012,yes,Amsinckia menziesii,64,POINT (-117.249 32.755),6
10711,-118.046,34.182,08,03,2016,yes,Amsinckia menziesii,68,POINT (-118.046 34.182),6
10713,-117.233,33.517,20,05,1989,yes,Amsinckia menziesii,140,POINT (-117.233 33.517),6
10714,-117.233,33.517,20,03,1989,yes,Amsinckia menziesii,79,POINT (-117.233 33.517),6
10722,-117.127,33.524,30,03,2001,yes,Amsinckia menziesii,89,POINT (-117.127 33.524),6
10724,-120.05,34.743,05,05,2014,yes,Amsinckia menziesii,125,POINT (-120.05 34.743),6
10727,-118.971,34.262,08,04,2016,yes,Amsinckia menziesii,99,POINT (-118.971 34.262),6
10728,-119.755,34.599,02,04,2016,yes,Amsinckia menziesii,93,POINT (-119.755 34.599),6
10729,-119.402,34.749,01,05,2004,yes,Amsinckia menziesii,122,POINT (-119.402 34.749),6
10730,-118.463,34.474,19,04,2014,yes,Amsinckia menziesii,109,POINT (-118.463 34.474),6
10731,-118.752,34.123,07,04,2016,yes,Amsinckia menziesii,98,POINT (-118.752 34.123),6
10732,-118.753,34.122,07,04,2016,yes,Amsinckia menziesii,98,POINT (-118.753 34.122),6
10733,-117.394,33.239,06,04,2000,yes,Amsinckia menziesii,97,POINT (-117.394 33.239),6
10734,-119.684,34.019,21,02,2015,yes,Amsinckia menziesii,52,POINT (-119.684 34.019),6
10735,-117.32,33.953,06,02,2015,yes,Amsinckia menziesii,37,POINT (-117.32 33.953),6
10736,-120.157,34.648,05,04,2014,yes,Amsinckia menziesii,95,POINT (-120.157 34.648),6
10737,-118.905,34.563,23,05,2010,yes,Amsinckia menziesii,143,POINT (-118.905 34.563),6
10738,-117.11,32.553,09,04,2010,yes,Amsinckia menziesii,99,POINT (-117.11 32.553),6
10739,-117.084,32.64,11,04,2010,yes,Amsinckia menziesii,101,POINT (-117.084 32.64),6
10740,-116.879,32.602,08,04,2010,yes,Amsinckia menziesii,98,POINT (-116.879 32.602),6
10743,-117.267,33.392,02,05,1994,no,Medicago polymorpha,122,POINT (-117.267 33.392),6
10751,-119.059,34.165,14,06,1985,no,Medicago polymorpha,165,POINT (-119.059 34.165),6
10757,-118.903,34.225,20,04,2001,no,Medicago polymorpha,110,POINT (-118.903 34.225),6
10758,-117.799,34.16,18,04,2016,no,Medicago polymorpha,109,POINT (-117.799 34.16),6
10759,-117.809,34.204,12,04,2016,no,Medicago polymorpha,103,POINT (-117.809 34.204),6
10760,-118.345,34.281,07,05,2010,no,Medicago polymorpha,127,POINT (-118.345 34.281),6
10776,-118.82,34.127,02,04,2016,no,Medicago polymorpha,93,POINT (-118.82 34.127),6
10789,-117.33,33.983,17,04,1968,no,Medicago polymorpha,108,POINT (-117.33 33.983),6
10790,-117.342,34.031,04,05,1966,no,Medicago polymorpha,124,POINT (-117.342 34.031),6
10794,-117.328,33.981,27,02,1966,no,Medicago polymorpha,58,POINT (-117.328 33.981),6
10833,-117.243,32.756,05,03,2011,no,Medicago polymorpha,64,POINT (-117.243 32.756),6
10883,-119.666,34.012,26,03,2016,no,Medicago polymorpha,86,POINT (-119.666 34.012),6
10887,-118.416,33.388,07,11,2015,no,Medicago polymorpha,311,POINT (-118.416 33.388),6
10889,-118.706,34.084,14,06,2011,no,Medicago polymorpha,165,POINT (-118.706 34.084),6
10890,-120.079,35.099,19,04,1999,no,Medicago polymorpha,109,POINT (-120.079 35.099),6
10892,-118.475,34.373,18,05,1967,no,Medicago polymorpha,138,POINT (-118.475 34.373),6
10893,-118.475,34.373,18,05,1967,no,Medicago polymorpha,138,POINT (-118.475 34.373),6
10897,-119.185,34.144,12,02,2006,no,Medicago polymorpha,43,POINT (-119.185 34.144),6
10898,-118.591,33.029,06,04,2005,no,Medicago polymorpha,96,POINT (-118.591 33.029),6
10899,-119.37,34.014,28,04,1993,no,Medicago polymorpha,118,POINT (-119.37 34.014),6
10902,-119.041,33.472,14,05,1975,no,Medicago polymorpha,134,POINT (-119.041 33.472),6
10903,-119.876,34.025,11,04,1990,no,Medicago polymorpha,101,POINT (-119.876 34.025),6
10904,-118.36,33.36,05,04,1998,no,Medicago polymorpha,95,POINT (-118.36 33.36),6
10906,-119.04,33.477,22,03,1970,no,Medicago polymorpha,81,POINT (-119.04 33.477),6
10909,-118.554,33.002,23,04,1967,no,Medicago polymorpha,113,POINT (-118.554 33.002),6
10910,-119.543,34.036,29,04,1971,no,Medicago polymorpha,119,POINT (-119.543 34.036),6
10911,-119.7,33.993,31,05,1990,no,Medicago polymorpha,151,POINT (-119.7 33.993),6
10912,-119.031,33.481,28,04,1968,no,Medicago polymorpha,119,POINT (-119.031 33.481),6
10913,-119.364,34.015,26,10,1979,no,Medicago polymorpha,299,POINT (-119.364 34.015),6
10914,-119.723,34.436,12,04,1967,no,Medicago polymorpha,102,POINT (-119.723 34.436),6
10915,-119.5,33.246,06,03,1985,no,Medicago polymorpha,65,POINT (-119.5 33.246),6
10916,-120.346,34.038,17,03,1972,no,Medicago polymorpha,77,POINT (-120.346 34.038),6
10917,-119.875,34.011,08,05,1990,no,Medicago polymorpha,128,POINT (-119.875 34.011),6
10918,-119.519,34.391,04,02,1984,no,Medicago polymorpha,35,POINT (-119.519 34.391),6
10920,-120.353,34.034,09,06,2000,no,Medicago polymorpha,161,POINT (-120.353 34.034),6
10922,-119.364,34.016,23,04,1982,no,Medicago polymorpha,113,POINT (-119.364 34.016),6
10926,-120.337,34.029,25,04,2000,no,Medicago polymorpha,116,POINT (-120.337 34.029),6
10928,-119.844,34.408,03,02,1974,no,Medicago polymorpha,34,POINT (-119.844 34.408),6
10931,-118.395,33.385,14,05,1998,no,Medicago polymorpha,134,POINT (-118.395 33.385),6
10933,-119.87,34.03,08,05,1991,no,Medicago polymorpha,128,POINT (-119.87 34.03),6
10936,-119.721,33.98,17,04,1989,no,Medicago polymorpha,107,POINT (-119.721 33.98),6
10937,-117.243,32.702,11,04,2003,no,Medicago polymorpha,101,POINT (-117.243 32.702),6
10939,-119.451,33.23,08,04,1982,no,Medicago polymorpha,98,POINT (-119.451 33.23),6
10944,-120.043,34.49,17,05,1974,no,Medicago polymorpha,137,POINT (-120.043 34.49),6
10945,-120.051,34.017,30,04,1977,no,Medicago polymorpha,120,POINT (-120.051 34.017),6
10946,-119.928,34.06,09,05,1981,no,Medicago polymorpha,129,POINT (-119.928 34.06),6
10947,-119.031,33.481,07,06,1999,no,Medicago polymorpha,158,POINT (-119.031 33.481),6
10951,-118.461,33.432,06,05,2000,no,Medicago polymorpha,127,POINT (-118.461 33.432),6
10953,-119.553,33.263,23,04,1966,no,Medicago polymorpha,113,POINT (-119.553 33.263),6
10955,-118.423,32.831,07,04,1990,no,Medicago polymorpha,97,POINT (-118.423 32.831),6
10956,-119.747,34.007,12,04,1990,no,Medicago polymorpha,102,POINT (-119.747 34.007),6
10963,-118.466,32.874,21,05,1991,no,Medicago polymorpha,141,POINT (-118.466 32.874),6
10964,-120.354,34.04,06,06,2000,no,Medicago polymorpha,158,POINT (-120.354 34.04),6
10965,-119.751,34.445,17,04,1977,no,Medicago polymorpha,107,POINT (-119.751 34.445),6
10968,-119.7,34.007,03,03,1992,no,Medicago polymorpha,63,POINT (-119.7 34.007),6
10971,-119.433,34.012,30,03,1994,no,Medicago polymorpha,89,POINT (-119.433 34.012),6
10973,-120.342,34.033,17,03,1972,no,Medicago polymorpha,77,POINT (-120.342 34.033),6
10974,-119.525,33.248,29,04,1978,no,Medicago polymorpha,119,POINT (-119.525 33.248),6
10977,-118.52,32.944,17,05,1991,no,Medicago polymorpha,137,POINT (-118.52 32.944),6
10978,-118.316,33.316,04,04,2002,no,Medicago polymorpha,94,POINT (-118.316 33.316),6
10979,-119.126,34.102,21,05,1977,no,Medicago polymorpha,141,POINT (-119.126 34.102),6
10982,-117.244,32.668,30,03,1993,no,Medicago polymorpha,89,POINT (-117.244 32.668),6
10983,-120.043,34.49,17,05,1974,no,Medicago polymorpha,137,POINT (-120.043 34.49),6
10986,-120.142,34.476,28,03,2010,no,Medicago polymorpha,87,POINT (-120.142 34.476),6
10992,-118.394,33.361,05,05,2001,no,Medicago polymorpha,125,POINT (-118.394 33.361),6
10993,-120.331,34.035,23,04,1998,no,Medicago polymorpha,113,POINT (-120.331 34.035),6
10994,-120.055,34.011,07,05,1979,no,Medicago polymorpha,127,POINT (-120.055 34.011),6
11007,-120.042,33.994,07,05,2006,no,Medicago polymorpha,127,POINT (-120.042 33.994),6
11011,-118.507,34.365,26,06,1967,no,Medicago polymorpha,177,POINT (-118.507 34.365),6
11087,-117.243,32.673,11,03,2015,no,Medicago polymorpha,70,POINT (-117.243 32.673),6
11089,-117.832,33.607,11,04,2013,no,Medicago polymorpha,101,POINT (-117.832 33.607),6
11091,-118.332,34.272,29,03,2011,no,Medicago polymorpha,88,POINT (-118.332 34.272),6
11093,-118.395,33.385,14,05,1998,no,Medicago polymorpha,134,POINT (-118.395 33.385),6
11095,-117.24,32.814,03,02,2012,no,Medicago polymorpha,34,POINT (-117.24 32.814),6
11138,-117.8,34.16,16,07,2015,no,Medicago polymorpha,197,POINT (-117.8 34.16),6
11162,-118.209,34.148,09,05,2001,no,Medicago polymorpha,129,POINT (-118.209 34.148),6
11163,-118.445,33.968,11,04,2010,no,Medicago polymorpha,101,POINT (-118.445 33.968),6
11164,-118.31,34.22,13,04,2002,no,Medicago polymorpha,103,POINT (-118.31 34.22),6
11165,-118.156,33.848,13,05,1995,no,Medicago polymorpha,133,POINT (-118.156 33.848),6
11166,-118.274,34.186,22,02,2003,no,Medicago polymorpha,53,POINT (-118.274 34.186),6
11177,-117.143,32.75,09,04,2016,no,Medicago polymorpha,100,POINT (-117.143 32.75),6
11180,-118.591,33.029,06,04,2005,no,Medicago polymorpha,96,POINT (-118.591 33.029),6
11181,-118.49,32.878,13,04,1976,no,Medicago polymorpha,104,POINT (-118.49 32.878),6
11190,-120.051,34.017,30,04,1977,no,Medicago polymorpha,120,POINT (-120.051 34.017),6
11191,-116.972,33.458,03,05,1995,no,Medicago polymorpha,123,POINT (-116.972 33.458),6
11192,-117.742,33.917,27,07,2009,no,Medicago polymorpha,208,POINT (-117.742 33.917),6
11195,-116.986,33.496,18,03,1989,no,Medicago polymorpha,77,POINT (-116.986 33.496),6
11196,-116.961,33.454,11,05,1990,no,Medicago polymorpha,131,POINT (-116.961 33.454),6
11197,-117.888,34.163,10,03,2009,no,Medicago polymorpha,69,POINT (-117.888 34.163),6
11198,-118.483,33.445,04,09,1975,no,Medicago polymorpha,247,POINT (-118.483 33.445),6
11199,-116.897,32.611,03,03,2005,no,Medicago polymorpha,62,POINT (-116.897 32.611),6
11200,-119.557,33.272,23,04,1966,no,Medicago polymorpha,113,POINT (-119.557 33.272),6
11201,-119.87,34.03,08,05,1991,no,Medicago polymorpha,128,POINT (-119.87 34.03),6
11202,-117.715,33.462,12,03,2008,no,Medicago polymorpha,72,POINT (-117.715 33.462),6
11205,-117.904,34.008,25,03,2008,no,Medicago polymorpha,85,POINT (-117.904 34.008),6
11207,-118.345,34.281,07,05,2010,no,Medicago polymorpha,127,POINT (-118.345 34.281),6
11208,-117.589,33.497,24,03,2000,no,Medicago polymorpha,84,POINT (-117.589 33.497),6
11209,-119.684,34.019,06,05,1984,no,Medicago polymorpha,127,POINT (-119.684 34.019),6
11210,-118.433,33.933,18,05,1988,no,Medicago polymorpha,139,POINT (-118.433 33.933),6
11211,-118.452,33.35,18,05,1967,no,Medicago polymorpha,138,POINT (-118.452 33.35),6
11212,-117.391,33.78,10,04,1981,no,Medicago polymorpha,100,POINT (-117.391 33.78),6
11213,-117.8,34.132,17,04,2008,no,Medicago polymorpha,108,POINT (-117.8 34.132),6
11214,-116.934,32.629,01,02,1997,no,Medicago polymorpha,32,POINT (-116.934 32.629),6
11215,-117.167,33.733,12,03,1993,no,Medicago polymorpha,71,POINT (-117.167 33.733),6
11216,-118.663,34.689,25,03,1997,no,Medicago polymorpha,84,POINT (-118.663 34.689),6
11218,-117.671,34.228,29,05,1967,no,Medicago polymorpha,149,POINT (-117.671 34.228),6
11219,-119.072,34.337,01,04,2015,no,Medicago polymorpha,91,POINT (-119.072 34.337),6
11220,-117.258,34.045,27,03,1966,no,Medicago polymorpha,86,POINT (-117.258 34.045),6
11221,-119.061,34.086,21,05,1977,no,Medicago polymorpha,141,POINT (-119.061 34.086),6
11222,-117.743,34.153,13,04,1998,no,Medicago polymorpha,103,POINT (-117.743 34.153),6
11223,-119.733,33.983,23,04,1979,no,Medicago polymorpha,113,POINT (-119.733 33.983),6
11224,-119.088,34.308,24,03,2015,no,Medicago polymorpha,83,POINT (-119.088 34.308),6
11226,-117.271,33.47,23,07,1985,no,Medicago polymorpha,204,POINT (-117.271 33.47),6
11227,-117.656,33.66,05,09,2008,no,Medicago polymorpha,249,POINT (-117.656 33.66),6
11228,-119.03,33.481,28,04,1968,no,Medicago polymorpha,119,POINT (-119.03 33.481),6
11231,-116.958,33.452,11,05,1990,no,Medicago polymorpha,131,POINT (-116.958 33.452),6
11232,-118.394,34.308,24,03,2010,no,Medicago polymorpha,83,POINT (-118.394 34.308),6
11233,-117.869,33.59,16,04,1966,no,Medicago polymorpha,106,POINT (-117.869 33.59),6
11234,-118.475,34.373,18,05,1967,no,Medicago polymorpha,138,POINT (-118.475 34.373),6
11235,-117.201,33.495,30,03,1989,no,Medicago polymorpha,89,POINT (-117.201 33.495),6
11236,-118.36,33.36,05,04,1998,no,Medicago polymorpha,95,POINT (-118.36 33.36),6
11237,-117.846,34.158,13,05,1967,no,Medicago polymorpha,133,POINT (-117.846 34.158),6
11239,-118.209,34.148,09,05,2001,no,Medicago polymorpha,129,POINT (-118.209 34.148),6
11240,-117.806,33.96,16,03,1966,no,Medicago polymorpha,75,POINT (-117.806 33.96),6
11241,-118.18,34.13,16,03,2001,no,Medicago polymorpha,75,POINT (-118.18 34.13),6
11242,-117.217,33.758,20,04,1996,no,Medicago polymorpha,111,POINT (-117.217 33.758),6
11245,-118.374,34.304,13,03,2010,no,Medicago polymorpha,72,POINT (-118.374 34.304),6
11246,-117.408,33.581,25,02,1992,no,Medicago polymorpha,56,POINT (-117.408 33.581),6
11247,-118.02,33.997,21,04,1991,no,Medicago polymorpha,111,POINT (-118.02 33.997),6
11249,-120.371,35.249,13,05,2014,no,Medicago polymorpha,133,POINT (-120.371 35.249),6
11250,-117.29,33.092,22,04,2005,no,Medicago polymorpha,112,POINT (-117.29 33.092),6
11252,-118.484,34.326,10,03,2010,no,Medicago polymorpha,69,POINT (-118.484 34.326),6
11253,-119.701,34.007,03,03,1992,no,Medicago polymorpha,63,POINT (-119.701 34.007),6
11254,-118.401,33.39,03,03,1973,no,Medicago polymorpha,62,POINT (-118.401 33.39),6
11255,-119.698,34.009,18,04,1967,no,Medicago polymorpha,108,POINT (-119.698 34.009),6
11262,-117.675,34.173,16,04,1971,no,Medicago polymorpha,106,POINT (-117.675 34.173),6
11263,-117.021,33.473,31,03,1989,no,Medicago polymorpha,90,POINT (-117.021 33.473),6
11264,-118.409,34.514,04,05,1995,no,Medicago polymorpha,124,POINT (-118.409 34.514),6
11265,-120.615,34.913,20,05,1999,no,Medicago polymorpha,140,POINT (-120.615 34.913),6
11266,-116.85,33.767,16,04,2004,no,Medicago polymorpha,107,POINT (-116.85 33.767),6
11267,-120.348,34.037,01,05,1979,no,Medicago polymorpha,121,POINT (-120.348 34.037),6
11268,-117.042,33.467,02,05,1996,no,Medicago polymorpha,123,POINT (-117.042 33.467),6
11269,-117.121,33.889,03,04,1993,no,Medicago polymorpha,93,POINT (-117.121 33.889),6
11270,-117.042,33.739,19,04,1996,no,Medicago polymorpha,110,POINT (-117.042 33.739),6
11272,-119.457,33.226,03,04,1979,no,Medicago polymorpha,93,POINT (-119.457 33.226),6
11273,-117.283,33.467,25,02,1992,no,Medicago polymorpha,56,POINT (-117.283 33.467),6
11274,-117.077,33.47,13,03,1997,no,Medicago polymorpha,72,POINT (-117.077 33.47),6
11275,-117.656,33.763,02,04,1975,no,Medicago polymorpha,92,POINT (-117.656 33.763),6
11276,-117.75,33.877,01,05,1991,no,Medicago polymorpha,121,POINT (-117.75 33.877),6
11277,-118.089,33.731,04,04,2001,no,Medicago polymorpha,94,POINT (-118.089 33.731),6
11278,-118.492,34.332,04,05,2010,no,Medicago polymorpha,124,POINT (-118.492 34.332),6
11279,-119.182,34.141,17,03,2015,no,Medicago polymorpha,76,POINT (-119.182 34.141),6
11282,-117.844,34.155,10,05,1999,no,Medicago polymorpha,130,POINT (-117.844 34.155),6
11283,-117.077,33.438,29,03,1997,no,Medicago polymorpha,88,POINT (-117.077 33.438),6
11285,-117.704,33.738,01,04,2008,no,Medicago polymorpha,92,POINT (-117.704 33.738),6
11288,-117.443,33.595,14,04,1992,no,Medicago polymorpha,105,POINT (-117.443 33.595),6
11293,-117.72,34.12,26,04,1998,no,Medicago polymorpha,116,POINT (-117.72 34.12),6
11294,-117.234,33.96,01,05,1983,no,Medicago polymorpha,121,POINT (-117.234 33.96),6
11295,-118.274,34.186,22,02,2003,no,Medicago polymorpha,53,POINT (-118.274 34.186),6
11296,-118.617,34.517,04,06,1998,no,Medicago polymorpha,155,POINT (-118.617 34.517),6
11297,-118.475,34.373,18,05,1967,no,Medicago polymorpha,138,POINT (-118.475 34.373),6
11298,-118.316,34.321,16,02,2003,no,Medicago polymorpha,47,POINT (-118.316 34.321),6
11299,-119.514,33.26,29,06,1978,no,Medicago polymorpha,180,POINT (-119.514 33.26),6
11301,-118.475,34.373,18,05,1967,no,Medicago polymorpha,138,POINT (-118.475 34.373),6
11302,-120.383,35.249,29,04,2014,no,Medicago polymorpha,119,POINT (-120.383 35.249),6
11304,-116.812,33.169,15,05,2010,no,Medicago polymorpha,135,POINT (-116.812 33.169),6
11305,-116.905,32.879,07,04,2006,no,Medicago polymorpha,97,POINT (-116.905 32.879),6
11306,-117.382,33.272,09,04,2007,no,Medicago polymorpha,99,POINT (-117.382 33.272),6
11308,-116.769,32.825,12,04,2003,no,Medicago polymorpha,102,POINT (-116.769 32.825),6
11309,-116.852,32.777,15,04,1995,no,Medicago polymorpha,105,POINT (-116.852 32.777),6
11310,-117.242,32.927,16,01,2005,no,Medicago polymorpha,16,POINT (-117.242 32.927),6
11311,-117.432,33.251,05,03,2009,no,Medicago polymorpha,64,POINT (-117.432 33.251),6
11312,-117.103,32.652,08,04,2010,no,Medicago polymorpha,98,POINT (-117.103 32.652),6
11313,-117.508,33.395,06,05,2009,no,Medicago polymorpha,126,POINT (-117.508 33.395),6
11314,-117.115,33.221,04,04,2011,no,Medicago polymorpha,94,POINT (-117.115 33.221),6
11315,-117.221,32.773,08,02,2012,no,Medicago polymorpha,39,POINT (-117.221 32.773),6
11316,-117.398,33.451,19,03,1971,no,Medicago polymorpha,78,POINT (-117.398 33.451),6
11317,-117.276,33.174,27,04,2007,no,Medicago polymorpha,117,POINT (-117.276 33.174),6
11318,-117.492,33.498,17,05,2007,no,Medicago polymorpha,137,POINT (-117.492 33.498),6
11319,-117.23,32.981,16,02,2004,no,Medicago polymorpha,47,POINT (-117.23 32.981),6
11320,-117.153,32.744,15,02,2005,no,Medicago polymorpha,46,POINT (-117.153 32.744),6
11321,-117.294,33.077,24,02,2012,no,Medicago polymorpha,55,POINT (-117.294 33.077),6
11322,-117.117,32.944,15,03,2014,no,Medicago polymorpha,74,POINT (-117.117 32.944),6
11323,-116.84,33.14,20,05,2010,no,Medicago polymorpha,140,POINT (-116.84 33.14),6
11324,-116.98,32.882,07,04,2010,no,Medicago polymorpha,97,POINT (-116.98 32.882),6
11325,-117.55,33.412,18,04,2008,no,Medicago polymorpha,109,POINT (-117.55 33.412),6
11326,-117.178,32.954,24,04,2005,no,Medicago polymorpha,114,POINT (-117.178 32.954),6
11327,-119.873,34.023,05,03,2012,no,Medicago polymorpha,65,POINT (-119.873 34.023),6
11328,-117.243,32.702,11,04,2003,no,Medicago polymorpha,101,POINT (-117.243 32.702),6
11329,-117.13,32.982,08,05,2012,no,Medicago polymorpha,129,POINT (-117.13 32.982),6
11330,-117.318,33.331,16,02,2012,no,Medicago polymorpha,47,POINT (-117.318 33.331),6
11331,-116.584,32.677,30,05,2008,no,Medicago polymorpha,151,POINT (-116.584 32.677),6
11332,-117.047,32.786,02,02,2012,no,Medicago polymorpha,33,POINT (-117.047 32.786),6
11333,-116.498,32.718,02,04,2012,no,Medicago polymorpha,93,POINT (-116.498 32.718),6
11335,-116.934,32.724,20,03,2010,no,Medicago polymorpha,79,POINT (-116.934 32.724),6
11337,-117.248,32.878,22,01,2011,no,Medicago polymorpha,22,POINT (-117.248 32.878),6
11338,-116.567,32.693,21,04,2008,no,Medicago polymorpha,112,POINT (-116.567 32.693),6
11340,-116.978,32.686,27,04,2011,no,Medicago polymorpha,117,POINT (-116.978 32.686),6
11341,-117.144,32.741,11,03,2005,no,Medicago polymorpha,70,POINT (-117.144 32.741),6
11342,-116.794,33.061,03,06,2010,no,Medicago polymorpha,154,POINT (-116.794 33.061),6
11343,-117.217,32.783,22,02,1995,no,Medicago polymorpha,53,POINT (-117.217 32.783),6
11344,-117.26,33.011,01,03,1992,no,Medicago polymorpha,61,POINT (-117.26 33.011),6
11345,-117.12,32.979,07,05,2012,no,Medicago polymorpha,128,POINT (-117.12 32.979),6
11348,-117.143,33.088,22,03,2007,no,Medicago polymorpha,81,POINT (-117.143 33.088),6
11349,-117.142,33.261,20,01,2005,no,Medicago polymorpha,20,POINT (-117.142 33.261),6
11350,-117.361,33.345,24,04,2013,no,Medicago polymorpha,114,POINT (-117.361 33.345),6
11351,-117.063,32.821,01,05,2009,no,Medicago polymorpha,121,POINT (-117.063 32.821),6
11352,-117.243,33.01,30,05,2010,no,Medicago polymorpha,150,POINT (-117.243 33.01),6
11353,-117.393,33.239,09,04,2007,no,Medicago polymorpha,99,POINT (-117.393 33.239),6
11354,-117.246,32.765,27,02,2005,no,Medicago polymorpha,58,POINT (-117.246 32.765),6
11355,-116.759,32.707,20,05,2003,no,Medicago polymorpha,140,POINT (-116.759 32.707),6
11356,-116.662,33.106,25,03,2005,no,Medicago polymorpha,84,POINT (-116.662 33.106),6
11357,-117.25,32.963,07,04,2005,no,Medicago polymorpha,97,POINT (-117.25 32.963),6
11358,-117.243,32.673,11,03,2015,no,Medicago polymorpha,70,POINT (-117.243 32.673),6
11359,-117.069,32.727,01,03,2011,no,Medicago polymorpha,60,POINT (-117.069 32.727),6
11360,-117.51,33.35,26,02,2008,no,Medicago polymorpha,57,POINT (-117.51 33.35),6
11361,-116.829,33.197,13,05,2007,no,Medicago polymorpha,133,POINT (-116.829 33.197),6
11362,-116.696,32.867,02,04,2005,no,Medicago polymorpha,92,POINT (-116.696 32.867),6
11363,-117.224,33.407,19,03,2008,no,Medicago polymorpha,79,POINT (-117.224 33.407),6
11364,-116.968,33.458,03,05,1995,no,Medicago polymorpha,123,POINT (-116.968 33.458),6
11365,-116.681,32.991,29,03,2011,no,Medicago polymorpha,88,POINT (-116.681 32.991),6
11366,-116.571,32.972,03,05,2005,no,Medicago polymorpha,123,POINT (-116.571 32.972),6
11367,-116.537,32.638,30,06,2006,no,Medicago polymorpha,181,POINT (-116.537 32.638),6
11368,-116.886,32.979,18,05,2006,no,Medicago polymorpha,138,POINT (-116.886 32.979),6
11369,-117.333,33.458,01,01,2008,no,Medicago polymorpha,1,POINT (-117.333 33.458),6
11370,-116.783,32.612,02,04,2005,no,Medicago polymorpha,92,POINT (-116.783 32.612),6
11371,-116.942,32.73,21,03,2010,no,Medicago polymorpha,80,POINT (-116.942 32.73),6
11372,-116.634,33.281,05,05,2011,no,Medicago polymorpha,125,POINT (-116.634 33.281),6
11373,-116.85,33.767,16,04,2004,no,Medicago polymorpha,107,POINT (-116.85 33.767),6
11374,-117.474,33.359,26,02,2008,no,Medicago polymorpha,57,POINT (-117.474 33.359),6
11375,-117.309,33.083,30,03,2012,no,Medicago polymorpha,90,POINT (-117.309 33.083),6
11376,-116.751,33.199,29,04,2009,no,Medicago polymorpha,119,POINT (-116.751 33.199),6
11378,-116.87,32.75,19,05,2011,no,Medicago polymorpha,139,POINT (-116.87 32.75),6
11379,-117.378,33.425,23,04,2007,no,Medicago polymorpha,113,POINT (-117.378 33.425),6
11382,-116.944,32.728,27,03,2010,no,Medicago polymorpha,86,POINT (-116.944 32.728),6
11383,-117.196,32.811,28,03,2009,no,Medicago polymorpha,87,POINT (-117.196 32.811),6
11384,-117.0,32.56,10,05,2012,no,Medicago polymorpha,131,POINT (-117 32.56),6
11385,-116.768,32.999,11,04,2008,no,Medicago polymorpha,102,POINT (-116.768 32.999),6
11386,-117.42,33.45,30,05,2012,no,Medicago polymorpha,151,POINT (-117.42 33.45),6
11387,-116.968,32.802,21,12,2011,no,Medicago polymorpha,355,POINT (-116.968 32.802),6
11388,-117.213,32.879,10,05,2007,no,Medicago polymorpha,130,POINT (-117.213 32.879),6
11389,-117.117,32.994,05,02,2005,no,Medicago polymorpha,36,POINT (-117.117 32.994),6
11390,-116.946,33.036,15,05,2007,no,Medicago polymorpha,135,POINT (-116.946 33.036),6
11391,-116.568,32.672,30,05,2008,no,Medicago polymorpha,151,POINT (-116.568 32.672),6
11392,-116.945,33.228,06,03,2008,no,Medicago polymorpha,66,POINT (-116.945 33.228),6
11393,-116.783,32.61,02,04,2005,no,Medicago polymorpha,92,POINT (-116.783 32.61),6
11394,-116.501,32.709,05,06,2013,no,Medicago polymorpha,156,POINT (-116.501 32.709),6
11396,-116.878,32.783,05,03,2008,no,Medicago polymorpha,65,POINT (-116.878 32.783),6
11397,-117.13,32.801,19,03,2005,no,Medicago polymorpha,78,POINT (-117.13 32.801),6
11398,-116.662,32.755,25,03,2007,no,Medicago polymorpha,84,POINT (-116.662 32.755),6
11399,-117.292,33.318,23,04,2008,no,Medicago polymorpha,114,POINT (-117.292 33.318),6
11400,-116.897,32.611,03,03,2005,no,Medicago polymorpha,62,POINT (-116.897 32.611),6
11402,-117.235,33.111,04,02,2005,no,Medicago polymorpha,35,POINT (-117.235 33.111),6
11403,-116.587,32.714,09,04,2005,no,Medicago polymorpha,99,POINT (-116.587 32.714),6
